<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000020AC5853D80>
[-47.72908401 -47.98804855 -47.85856628]
[-39.24800873 -38.21215057 -39.18326569]
[-39.57171249 -39.37748718 -39.44223022]
[-39.70119476 -38.98904419 -39.31275177]
[-38.34163284 -37.88844681 -38.53585815]
[-40.47808838 -41.31972122 -40.08964157]
[-40.67230988 -41.57868576 -40.80179214]
[-41.12549591 -42.16135406 -40.86653137]
[-40.54283142 -40.99601746 -39.70119476]
[-40.1543808  -41.12549591 -40.08964157]
[-41.70816803 -43.84461975 -43.32669067]
[-40.80179214 -43.45617676 -41.77291107]
[-38.47111511 -39.31275177 -37.62948227]
[-39.89541626 -40.86653137 -39.70119476]
[-41.90238953 -42.09661102 -41.44920349]
[-42.22609711 -43.00299072 -41.64342499]
[-42.16135406 -41.90238953 -41.06075668]
[-40.86653137 -40.34860611 -39.11852646]
[-38.66533661 -37.75896454 -37.37051773]
[-38.66533661 -37.6942215  -38.79482269]
[-40.99601746 -41.57868576 -41.44920349]
[-38.14740753 -38.66533661 -38.66533661]
[-38.85956192 -39.24800873 -38.85956192]
[-41.19023895 -41.90238953 -40.80179214]
[-41.38446045 -42.35557556 -41.51394653]
[-40.86653137 -42.29083633 -41.25498199]
[-40.99601746 -42.4203186  -40.93127441]
[-38.47111511 -40.08964157 -38.40637207]
[-39.37748718 -41.25498199 -40.34860611]
