<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001FAD2EBBCA0>
[-46.30477905 -47.40538025 -46.82270813]
[-46.24003983 -47.34063721 -46.62848663]
[-46.24003983 -47.34063721 -46.62848663]
[-46.69322968 -47.21115494 -46.1753006 ]
[-47.21115494 -47.59960175 -47.08167267]
[-47.08167267 -47.01692963 -46.49900436]
[-46.11055756 -46.7579689  -45.98107529]
[-46.30477905 -46.82270813 -46.30477905]
[-46.88745117 -46.88745117 -47.14641571]
[-46.62848663 -46.9521904  -46.7579689 ]
[-45.72211075 -46.69322968 -46.11055756]
[-45.59262848 -46.62848663 -45.85159302]
[-46.30477905 -46.36952209 -45.91633606]
[-47.08167267 -46.49900436 -46.43426514]
[-47.27589417 -46.1753006  -46.1753006 ]
[-46.9521904  -46.69322968 -45.59262848]
[-45.46315002 -45.91633606 -44.88047791]
[-45.91633606 -45.52788925 -45.13944244]
[-46.11055756 -45.33366394 -45.26892471]
[-45.72211075 -45.52788925 -45.39840698]
[-45.59262848 -45.59262848 -45.72211075]
[-44.81573486 -44.75099564 -45.00996017]
[-44.81573486 -45.52788925 -45.39840698]
[-45.20418549 -45.26892471 -44.94522095]
[-45.46315002 -45.20418549 -45.39840698]
[-46.30477905 -45.91633606 -46.11055756]
[-45.59262848 -45.20418549 -45.33366394]
[-46.56374359 -45.52788925 -45.46315002]
[-45.39840698 -45.72211075 -44.62151337]
[-45.39840698 -44.68625641 -43.84461975]
[-45.52788925 -44.16832733 -44.36254883]
[-45.33366394 -44.75099564 -44.55677032]
[-44.81573486 -44.68625641 -44.68625641]
[-44.23307037 -44.10358429 -44.68625641]
[-44.03884506 -45.20418549 -45.13944244]
[-44.55677032 -44.81573486 -45.20418549]
[-44.10358429 -43.7151413  -44.23307037]
[-44.4920311  -45.00996017 -44.88047791]
[-44.10358429 -43.84461975 -44.23307037]
[-44.10358429 -44.10358429 -44.42729187]
[-45.91633606 -45.20418549 -44.16832733]
[-44.75099564 -44.62151337 -43.19721222]
[-45.00996017 -44.16832733 -43.77988052]
[-44.2978096  -43.13246918 -43.32669067]
[-44.68625641 -43.97410583 -43.97410583]
[-43.58565521 -42.87350464 -43.06772995]
[-43.65039825 -43.39143372 -44.2978096 ]
[-41.51394653 -42.6145401  -42.29083633]
[-42.87350464 -42.22609711 -42.93824768]
[-43.32669067 -43.06772995 -43.39143372]
[-43.19721222 -43.32669067 -43.45617676]
[-44.03884506 -43.52091599 -43.52091599]
[-43.19721222 -43.19721222 -42.80876541]
[-43.97410583 -43.06772995 -41.64342499]
[-43.58565521 -43.00299072 -41.8376503 ]
[-43.06772995 -41.31972122 -40.80179214]
[-42.0318718  -41.31972122 -41.12549591]
[-42.93824768 -43.06772995 -42.87350464]
[-41.70816803 -41.70816803 -41.25498199]
[-42.16135406 -41.51394653 -41.77291107]
[-41.12549591 -41.12549591 -41.57868576]
[-41.8376503  -42.22609711 -42.29083633]
[-40.99601746 -41.12549591 -42.0318718 ]
[-40.73705292 -40.54283142 -40.60757065]
[-41.90238953 -42.0318718  -41.57868576]
[-41.38446045 -41.25498199 -40.93127441]
[-40.86653137 -40.93127441 -39.44223022]
[-40.99601746 -40.67230988 -38.85956192]
[-41.51394653 -40.93127441 -39.44223022]
[-41.38446045 -40.1543808  -39.57171249]
[-42.4203186  -41.90238953 -41.19023895]
[-41.31972122 -40.67230988 -39.89541626]
[-40.54283142 -40.34860611 -40.21912384]
[-40.93127441 -40.60757065 -40.1543808 ]
[-41.51394653 -42.67928314 -42.16135406]
[-39.83067703 -40.08964157 -40.93127441]
[-39.83067703 -40.41334534 -41.25498199]
[-41.64342499 -40.80179214 -41.90238953]
[-40.60757065 -40.34860611 -40.99601746]
[-41.31972122 -41.25498199 -40.93127441]
[-41.25498199 -41.44920349 -40.08964157]
[-42.0318718  -41.64342499 -40.21912384]
[-41.38446045 -40.1543808  -38.27689362]
[-40.67230988 -39.83067703 -38.66533661]
[-40.08964157 -38.85956192 -38.01792908]
[-40.60757065 -39.70119476 -38.98904419]
[-41.38446045 -41.06075668 -40.08964157]
[-39.50697327 -39.24800873 -39.11852646]
[-40.86653137 -40.47808838 -40.1543808 ]
[-39.9601593  -40.1543808  -39.89541626]
[-40.28386688 -40.47808838 -41.70816803]
[-39.31275177 -39.83067703 -40.67230988]
[-38.34163284 -38.60059738 -39.76593781]
[-40.08964157 -40.08964157 -39.89541626]
[-40.93127441 -40.34860611 -40.34860611]
[-40.34860611 -40.86653137 -39.89541626]
[-40.47808838 -40.54283142 -38.85956192]
[-40.47808838 -39.9601593  -38.01792908]
[-40.47808838 -39.57171249 -37.37051773]
[-37.3057785  -36.98207092 -35.10457993]
[-40.54283142 -39.50697327 -38.66533661]
[-41.06075668 -39.05378723 -38.27689362]
[-40.41334534 -39.50697327 -38.27689362]
[-39.9601593  -39.18326569 -38.21215057]
[-39.44223022 -39.37748718 -38.34163284]
[-41.8376503  -41.51394653 -40.60757065]
[-42.0318718  -41.90238953 -40.73705292]
[-40.34860611 -40.47808838 -39.37748718]
[-39.83067703 -39.9601593  -39.24800873]
[-41.8376503  -41.64342499 -40.73705292]
[-40.93127441 -39.76593781 -38.79482269]
[-40.93127441 -39.70119476 -37.82370377]
[-40.93127441 -40.02490234 -38.34163284]
[-41.51394653 -40.08964157 -39.24800873]
[-38.66533661 -37.5        -36.07569885]
[-40.47808838 -39.57171249 -37.62948227]
[-42.16135406 -41.25498199 -39.57171249]
[-43.58565521 -42.35557556 -41.64342499]
[-38.79482269 -38.92430115 -37.56473923]
[-42.09661102 -42.4203186  -41.70816803]
[-38.08267212 -39.24800873 -38.73007965]
[-36.98207092 -37.88844681 -37.04681396]
[-38.73007965 -38.60059738 -37.5       ]
