actor_1,actor_2
24.980731964111328, 38.54528045654297
39.49903869628906, 21.16570281982422
21.48362159729004, 35.789981842041016
33.140655517578125, 22.119461059570312
21.48362159729004, 35.789981842041016
33.140655517578125, 22.119461059570312
21.48362159729004, 35.789981842041016
33.140655517578125, 22.119461059570312
24.238922119140625, 40.240848541259766
33.140655517578125, 22.119461059570312
24.238922119140625, 40.240848541259766
38.96916961669922, 21.377649307250977
24.238922119140625, 40.240848541259766
38.96916961669922, 21.377649307250977
24.238922119140625, 40.240848541259766
38.96916961669922, 21.377649307250977
24.238922119140625, 40.240848541259766
38.96916961669922, 21.377649307250977
22.96724510192871, 36.319847106933594
26.676300048828125, 21.16570281982422
22.96724510192871, 36.319847106933594
26.676300048828125, 21.16570281982422
22.96724510192871, 36.319847106933594
26.676300048828125, 21.16570281982422
22.96724510192871, 36.319847106933594
29.74951934814453, 20.529865264892578
33.776493072509766, 25.29865074157715
20.105972290039062, 30.27938461303711
33.776493072509766, 25.29865074157715
20.105972290039062, 30.27938461303711
33.776493072509766, 25.29865074157715
20.105972290039062, 30.27938461303711
37.69749450683594, 28.477842330932617
20.423892974853516, 35.47206115722656
24.980731964111328, 38.54528045654297
39.49903869628906, 21.16570281982422
37.69749450683594, 28.477842330932617
20.423892974853516, 35.47206115722656
24.980731964111328, 38.54528045654297
39.49903869628906, 21.16570281982422
37.69749450683594, 28.477842330932617
20.423892974853516, 35.47206115722656
24.980731964111328, 38.54528045654297
39.49903869628906, 21.16570281982422
24.980731964111328, 38.54528045654297
39.49903869628906, 21.16570281982422
37.69749450683594, 28.477842330932617
20.423892974853516, 35.47206115722656
24.980731964111328, 38.54528045654297
39.49903869628906, 21.16570281982422
37.69749450683594, 28.477842330932617
20.105972290039062, 24.980731964111328
24.980731964111328, 38.54528045654297
39.49903869628906, 21.16570281982422
21.48362159729004, 35.789981842041016
33.140655517578125, 22.119461059570312
24.238922119140625, 40.240848541259766
33.140655517578125, 22.119461059570312
24.238922119140625, 40.240848541259766
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.0, 25.192678451538086
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
20.63583755493164, 37.591522216796875
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.64932632446289, 37.591522216796875
39.92292785644531, 20.423892974853516
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
20.63583755493164, 37.591522216796875
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
39.92292785644531, 20.423892974853516
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
20.63583755493164, 37.591522216796875
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.0, 25.192678451538086
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
20.63583755493164, 37.591522216796875
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
39.07514190673828, 21.271677017211914
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.861270904541016, 40.98265838623047
38.12138748168945, 20.95375633239746
22.64932632446289, 37.591522216796875
39.92292785644531, 20.423892974853516
22.64932632446289, 37.591522216796875
35.26011657714844, 20.31791877746582
38.333335876464844, 24.662813186645508
20.211946487426758, 32.292869567871094
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
39.07514190673828, 21.271677017211914
37.16762924194336, 28.053951263427734
20.211946487426758, 37.48554992675781
23.49711036682129, 37.591522216796875
