tm1,tm2,steps
20,21,5958
15,20,5993
16,19,6028
9,11,6048
6,11,6065
11,5,6081
17,14,6112
2,8,6122
14,18,6154
9,10,6173
7,8,6188
9,10,6207
17,13,6237
18,17,6272
15,13,6300
27,24,6351
11,11,6373
4,10,6387
20,20,6427
8,8,6443
23,17,6483
13,14,6510
14,18,6542
11,15,6568
7,11,6586
9,5,6600
9,8,6617
16,16,6649
10,13,6672
4,9,6685
9,10,6704
9,8,6721
8,11,6740
20,19,6779
7,8,6794
14,15,6823
18,21,6862
15,12,6889
16,13,6918
16,12,6946
12,10,6968
6,12,6986
6,11,7003
4,9,7016
20,12,7048
16,10,7074
13,15,7102
10,13,7125
16,25,7166
19,19,7204
11,12,7227
7,9,7243
9,13,7265
14,13,7292
6,7,7305
10,12,7327
25,24,7376
20,19,7415
32,30,7477
32,30,7539
10,14,7563
18,19,7600
9,5,7614
14,22,7650
13,8,7671
14,14,7699
13,10,7722
27,16,7765
53,65,7883
43,54,7980
10,13,8003
13,11,8027
6,9,8042
15,16,8073
10,10,8093
39,45,8177
12,9,8198
15,21,8234
18,16,8268
24,16,8308
20,14,8342
28,23,8393
22,15,8430
34,29,8493
16,14,8523
27,28,8578
9,6,8593
16,14,8623
19,19,8661
14,17,8692
3,7,8702
30,28,8760
7,4,8771
17,17,8805
20,18,8843
13,9,8865
16,18,8899
9,10,8918
14,11,8943
13,14,8970
8,15,8993
18,18,9029
11,12,9052
15,12,9079
7,6,9092
20,17,9129
4,8,9141
16,16,9173
10,2,9185
14,19,9218
15,17,9250
23,24,9297
30,31,9358
9,4,9371
17,18,9406
8,9,9423
23,20,9466
24,22,9512
9,6,9527
19,24,9570
10,3,9583
48,52,9683
14,20,9717
16,12,9745
15,15,9775
6,8,9789
23,24,9836
17,14,9867
12,14,9893
10,9,9912
6,8,9926
17,13,9956
10,12,9978
10,5,9993
7,11,10011
12,12,10035
11,7,10053
22,23,10098
7,6,10111
8,8,10127
35,34,10196
8,11,10215
9,12,10236
6,10,10252
38,32,10322
21,21,10364
41,42,10447
12,10,10469
9,6,10484
21,23,10528
11,9,10548
22,20,10590
8,10,10608
14,9,10631
14,12,10657
16,18,10691
10,10,10711
20,18,10749
5,9,10763
10,2,10775
18,18,10811
8,8,10827
15,14,10856
22,27,10905
8,10,10923
9,13,10945
13,11,10969
29,24,11022
14,11,11047
37,29,11113
11,12,11136
8,11,11155
43,46,11244
11,15,11270
14,17,11301
11,10,11322
11,8,11341
15,18,11374
29,38,11441
28,35,11504
14,16,11534
11,14,11559
17,15,11591
14,11,11616
22,27,11665
20,21,11706
6,11,11723
31,29,11783
13,13,11809
11,13,11833
12,14,11859
27,24,11910
17,20,11947
32,32,12011
14,23,12048
26,26,12100
19,21,12140
30,35,12205
16,15,12236
10,9,12255
20,17,12292
22,22,12336
12,12,12360
12,11,12383
22,20,12425
41,40,12506
63,67,12636
22,19,12677
49,44,12770
49,46,12865
9,1,12875
23,21,12919
35,35,12989
40,34,13063
33,35,13131
6,3,13140
10,11,13161
29,31,13221
8,13,13242
15,16,13273
8,11,13292
14,15,13321
20,19,13360
11,9,13380
9,7,13396
18,27,13441
5,12,13458
14,12,13484
33,31,13548
11,15,13574
7,10,13591
12,9,13612
3,6,13621
22,14,13657
7,10,13674
11,6,13691
22,26,13739
31,37,13807
13,19,13839
16,13,13868
36,33,13937
15,13,13965
54,63,14082
9,7,14098
19,23,14140
6,11,14157
17,15,14189
25,22,14236
23,27,14286
35,31,14352
24,32,14408
15,20,14443
32,29,14504
29,33,14566
3,7,14576
23,25,14624
48,58,14730
13,15,14758
9,8,14775
29,30,14834
21,23,14878
28,26,14932
36,39,15007
19,18,15044
29,29,15102
32,39,15173
23,26,15222
39,39,15300
55,49,15404
11,7,15422
62,55,15539
19,20,15578
11,10,15599
43,49,15691
40,41,15772
36,37,15845
43,39,15927
19,14,15960
16,15,15991
10,13,16014
14,15,16043
11,12,16066
19,23,16108
29,28,16165
40,37,16242
12,12,16266
12,11,16289
19,16,16324
17,17,16358
9,6,16373
11,11,16395
11,10,16416
89,75,16580
52,46,16678
14,13,16705
21,23,16749
86,79,16914
5,9,16928
21,20,16969
16,14,16999
14,17,17030
26,30,17086
9,5,17100
15,25,17140
21,18,17179
11,4,17194
10,9,17213
9,7,17229
6,11,17246
9,7,17262
9,8,17279
10,18,17307
17,16,17340
25,24,17389
11,12,17412
9,4,17425
15,13,17453
14,11,17478
13,12,17503
18,17,17538
9,20,17567
21,20,17608
43,41,17692
14,12,17718
15,11,17744
18,25,17787
9,8,17804
13,18,17835
19,23,17877
18,16,17911
10,9,17930
28,29,17987
9,8,18004
18,14,18036
37,34,18107
13,12,18132
14,13,18159
18,18,18195
13,15,18223
36,34,18293
9,7,18309
60,61,18430
54,52,18536
55,47,18638
21,18,18677
30,32,18739
27,28,18794
32,26,18852
18,15,18885
54,53,18992
23,23,19038
22,18,19078
41,41,19160
34,34,19228
29,19,19276
36,36,19348
44,50,19442
69,76,19587
68,62,19717
93,94,19904
39,37,19980
68,76,20124
11,9,20144
62,71,20277
18,19,20314
106,107,20527
98,99,20724
80,89,20893
29,28,20950
71,82,21103
10,9,21122
28,32,21182
9,12,21203
21,28,21252
8,3,21263
11,13,21287
22,18,21327
27,20,21374
12,10,21396
11,9,21416
13,12,21441
29,29,21499
13,12,21524
9,8,21541
14,14,21569
15,15,21599
14,10,21623
42,38,21703
9,8,21720
13,14,21747
18,15,21780
19,17,21816
14,14,21844
12,7,21863
14,13,21890
22,19,21931
15,17,21963
15,13,21991
14,14,22019
96,96,22211
16,14,22241
24,20,22285
36,41,22362
10,9,22381
46,42,22469
38,31,22538
19,29,22586
18,22,22626
15,24,22665
19,33,22717
24,19,22760
24,20,22804
29,33,22866
28,35,22929
35,46,23010
43,35,23088
12,9,23109
17,15,23141
20,15,23176
12,10,23198
13,12,23223
27,37,23287
33,29,23349
19,20,23388
15,10,23413
11,11,23435
38,34,23507
20,31,23558
17,27,23602
10,6,23618
41,35,23694
53,48,23795
15,15,23825
10,18,23853
53,54,23960
46,39,24045
28,24,24097
10,9,24116
10,9,24135
28,28,24191
14,13,24218
41,41,24300
66,65,24431
24,35,24490
26,23,24539
36,36,24611
8,3,24622
32,33,24687
26,30,24743
25,30,24798
24,24,24846
45,44,24935
12,13,24960
17,20,24997
15,14,25026
16,15,25057
87,85,25229
13,13,25255
38,36,25329
19,20,25368
102,96,25566
21,20,25607
62,55,25724
34,33,25791
23,21,25835
16,17,25868
36,36,25940
58,53,26051
21,18,26090
10,7,26107
28,27,26162
42,42,26246
38,37,26321
34,33,26388
97,96,26581
19,17,26617
26,25,26668
29,29,26726
13,9,26748
10,12,26770
28,24,26822
16,15,26853
15,11,26879
12,10,26901
23,22,26946
11,9,26966
25,22,27013
12,9,27034
32,27,27093
20,18,27131
16,15,27162
36,36,27234
12,8,27254
9,14,27277
7,10,27294
12,11,27317
4,9,27330
46,41,27417
15,16,27448
17,21,27486
12,18,27516
14,22,27552
15,16,27583
10,17,27610
4,10,27624
18,28,27670
41,45,27756
13,13,27782
14,25,27821
29,30,27880
22,20,27922
16,24,27962
27,24,28013
29,38,28080
26,30,28136
9,8,28153
65,71,28289
19,25,28333
14,12,28359
24,25,28408
28,30,28466
79,76,28621
50,55,28726
71,73,28870
71,71,29012
68,71,29151
38,36,29225
38,38,29301
24,24,29349
22,23,29394
59,58,29511
16,16,29543
27,26,29596
27,38,29661
68,65,29794
15,16,29825
17,17,29859
33,32,29924
38,36,29998
16,17,30031
41,37,30109
24,23,30156
10,12,30178
20,18,30216
12,10,30238
20,18,30276
36,34,30346
21,26,30393
30,31,30454
16,16,30486
13,13,30512
33,36,30581
23,23,30627
76,63,30766
108,107,30981
25,24,31030
37,36,31103
30,30,31163
70,72,31305
21,19,31345
12,13,31370
41,40,31451
107,98,31656
17,14,31687
14,13,31714
60,51,31825
12,12,31849
15,14,31878
11,9,31898
9,15,31922
21,21,31964
18,17,31999
18,19,32036
22,21,32079
12,10,32101
46,46,32193
44,48,32285
30,30,32345
44,43,32432
50,48,32530
66,70,32666
43,44,32753
56,55,32864
53,47,32964
31,30,33025
13,13,33051
24,21,33096
45,44,33185
35,34,33254
13,15,33282
71,69,33422
36,39,33497
39,38,33574
12,7,33593
17,16,33626
21,23,33670
41,43,33754
54,53,33861
26,22,33909
12,11,33932
25,20,33977
31,28,34036
21,20,34077
39,38,34154
18,15,34187
17,14,34218
14,9,34241
44,50,34335
16,14,34365
14,13,34392
19,16,34427
32,30,34489
43,44,34576
26,25,34627
16,15,34658
29,25,34712
27,28,34767
35,33,34835
12,9,34856
11,5,34872
19,16,34907
51,38,34996
31,32,35059
32,29,35120
49,47,35216
25,25,35266
25,23,35314
11,10,35335
19,16,35370
26,30,35426
31,43,35500
19,22,35541
23,24,35588
37,36,35661
15,13,35689
13,12,35714
31,33,35778
17,17,35812
13,10,35835
20,22,35877
81,80,36038
70,70,36178
62,56,36296
17,14,36327
43,42,36412
21,25,36458
85,83,36626
21,24,36671
43,44,36758
70,56,36884
109,110,37103
67,68,37238
36,36,37310
50,52,37412
12,12,37436
12,10,37458
16,13,37487
53,52,37592
27,27,37646
8,6,37660
15,14,37689
11,7,37707
7,6,37720
21,25,37766
9,7,37782
30,31,37843
12,10,37865
24,23,37912
8,5,37925
16,16,37957
36,35,38028
33,29,38090
16,14,38120
12,12,38144
10,7,38161
60,57,38278
39,35,38352
52,48,38452
15,13,38480
25,25,38530
12,10,38552
60,52,38664
37,36,38737
21,18,38776
9,6,38791
59,57,38907
58,56,39021
13,11,39045
17,15,39077
24,20,39121
14,12,39147
23,22,39192
64,58,39314
30,24,39368
11,13,39392
17,18,39427
9,6,39442
13,12,39467
22,20,39509
14,14,39537
17,15,39569
18,17,39604
22,20,39646
21,21,39688
11,10,39709
52,52,39813
41,41,39895
39,38,39972
52,47,40071
34,36,40141
27,26,40194
29,29,40252
20,18,40290
57,55,40402
32,30,40464
37,36,40537
24,22,40583
22,26,40631
31,30,40692
13,7,40712
13,10,40735
8,6,40749
40,45,40834
29,22,40885
51,48,40984
33,39,41056
24,25,41105
36,36,41177
79,80,41336
53,54,41443
30,29,41502
18,20,41540
10,13,41563
38,36,41637
118,112,41867
33,33,41933
58,60,42051
20,19,42090
39,38,42167
51,50,42268
19,20,42307
81,80,42468
17,17,42502
15,15,42532
31,31,42594
16,17,42627
13,13,42653
45,45,42743
24,23,42790
16,14,42820
28,27,42875
12,10,42897
35,35,42967
67,78,43112
14,13,43139
15,15,43169
86,94,43349
36,35,43420
27,25,43472
91,88,43651
28,22,43701
94,86,43881
152,137,44170
103,100,44373
142,134,44649
72,65,44786
15,14,44815
8,6,44829
61,58,44948
29,29,45006
21,24,45051
29,30,45110
14,13,45137
35,35,45207
63,57,45327
12,11,45350
30,28,45408
20,20,45448
13,11,45472
20,18,45510
13,11,45534
11,9,45554
11,6,45571
10,6,45587
19,18,45624
19,18,45661
13,10,45684
30,28,45742
11,9,45762
17,15,45794
36,35,45865
9,8,45882
29,26,45937
17,16,45970
21,20,46011
25,23,46059
30,30,46119
18,16,46153
14,20,46187
16,13,46216
38,36,46290
12,9,46311
24,28,46363
11,10,46384
37,36,46457
13,10,46480
16,23,46519
47,52,46618
28,35,46681
36,42,46759
42,44,46845
15,13,46873
24,32,46929
22,22,46973
62,61,47096
59,57,47212
38,38,47288
72,65,47425
9,8,47442
68,68,47578
35,38,47651
41,43,47735
26,24,47785
63,57,47905
32,28,47965
24,22,48011
75,72,48158
30,28,48216
50,47,48313
28,27,48368
99,98,48565
26,24,48615
26,25,48666
29,28,48723
34,32,48789
26,24,48839
40,36,48915
13,13,48941
101,101,49143
69,73,49285
75,76,49436
112,114,49662
50,50,49762
38,36,49836
123,119,50078
34,33,50145
32,30,50207
29,25,50261
29,27,50317
52,44,50413
29,24,50466
38,37,50541
15,12,50568
99,96,50763
33,31,50827
39,38,50904
81,79,51064
16,13,51093
128,126,51347
8,6,51361
25,25,51411
31,31,51473
73,72,51618
42,38,51698
106,104,51908
138,133,52179
36,33,52248
32,30,52310
35,27,52372
16,16,52404
17,15,52436
95,93,52624
33,28,52685
56,54,52795
66,59,52920
26,24,52970
10,8,52988
13,11,53012
24,23,53059
21,20,53100
9,8,53117
14,13,53144
21,20,53185
35,32,53252
23,21,53296
37,37,53370
13,13,53396
51,49,53496
10,12,53518
44,42,53604
51,49,53704
39,39,53782
70,58,53910
29,30,53969
27,26,54022
46,44,54112
48,50,54210
38,37,54285
42,40,54367
157,158,54682
38,37,54757
8,7,54772
51,51,54874
33,30,54937
34,33,55004
113,114,55231
29,26,55286
54,54,55394
33,33,55460
90,89,55639
58,55,55752
90,86,55928
35,33,55996
76,74,56146
32,34,56212
96,96,56404
63,63,56530
98,95,56723
30,28,56781
52,50,56883
45,44,56972
45,45,57062
15,15,57092
115,115,57322
28,31,57381
54,54,57489
58,59,57606
8,6,57620
46,50,57716
125,123,57964
111,109,58184
20,17,58221
8,15,58244
49,50,58343
26,26,58395
30,28,58453
70,70,58593
36,36,58665
86,92,58843
25,23,58891
19,16,58926
11,11,58948
9,6,58963
148,152,59263
18,15,59296
18,14,59328
22,20,59370
25,24,59419
9,6,59434
15,14,59463
32,30,59525
56,51,59632
77,76,59785
43,40,59868
19,18,59905
20,19,59944
17,17,59978
50,49,60077
54,52,60183
13,13,60209
40,39,60288
46,45,60379
77,75,60531
21,22,60574
19,19,60612
14,11,60637
90,97,60824
51,48,60923
74,73,61070
128,127,61325
35,36,61396
14,15,61425
34,32,61491
58,59,61608
35,33,61676
50,48,61774
234,233,62241
49,49,62339
18,16,62373
83,82,62538
40,39,62617
57,58,62732
71,72,62875
52,52,62979
66,66,63111
26,26,63163
67,63,63293
30,28,63351
36,34,63421
19,18,63458
67,63,63588
18,17,63623
73,70,63766
10,10,63786
9,10,63805
24,22,63851
22,19,63892
36,33,63961
71,70,64102
22,22,64146
132,130,64408
18,15,64441
10,8,64459
28,27,64514
56,54,64624
29,27,64680
14,13,64707
71,70,64848
76,75,64999
56,56,65111
19,17,65147
134,133,65414
105,105,65624
114,106,65844
49,47,65940
18,15,65973
65,63,66101
45,44,66190
54,54,66298
168,168,66634
103,92,66829
37,37,66903
33,33,66969
84,83,67136
14,14,67164
230,238,67632
99,100,67831
38,39,67908
55,54,68017
54,54,68125
17,16,68158
52,50,68260
27,26,68313
9,8,68330
27,25,68382
52,52,68486
38,36,68560
34,32,68626
24,21,68671
117,115,68903
64,53,69020
94,91,69205
72,69,69346
64,62,69472
14,14,69500
116,114,69730
79,77,69886
69,66,70021
76,63,70160
76,68,70304
56,53,70413
74,53,70540
62,60,70662
23,22,70707
74,72,70853
62,56,70971
76,72,71119
72,63,71254
66,62,71382
63,56,71501
103,102,71706
95,90,71891
141,139,72171
51,49,72271
21,20,72312
33,33,72378
71,72,72521
65,65,72651
58,59,72768
83,82,72933
39,38,73010
40,31,73081
89,92,73262
50,51,73363
30,30,73423
88,88,73599
67,68,73734
12,11,73757
84,68,73909
26,34,73969
40,39,74048
29,27,74104
90,87,74281
14,14,74309
25,25,74359
44,41,74444
19,16,74479
16,14,74509
21,20,74550
20,19,74589
29,28,74646
82,88,74816
70,66,74952
29,38,75019
29,25,75073
37,32,75142
46,53,75241
80,86,75407
47,44,75498
43,53,75594
21,20,75635
29,40,75704
176,176,76056
110,110,76276
42,40,76358
13,11,76382
32,31,76445
20,20,76485
109,107,76701
55,54,76810
19,16,76845
35,36,76916
37,36,76989
68,67,77124
122,121,77367
50,50,77467
19,17,77503
58,57,77618
13,13,77644
38,37,77719
83,72,77874
63,63,78000
89,88,78177
22,22,78221
32,31,78284
32,31,78347
108,106,78561
16,14,78591
105,98,78794
119,120,79033
49,50,79132
80,79,79291
108,107,79506
40,38,79584
237,236,80057
73,73,80203
16,15,80234
74,71,80379
36,35,80450
33,33,80516
135,133,80784
96,109,80989
73,73,81135
16,14,81165
14,12,81191
38,36,81265
139,138,81542
45,44,81631
32,32,81695
120,118,81933
100,100,82133
120,111,82364
99,99,82562
142,140,82844
114,106,83064
217,227,83508
77,76,83661
161,153,83975
62,60,84097
126,118,84341
72,71,84484
61,51,84596
166,166,84928
42,47,85017
168,168,85353
97,97,85547
44,39,85630
104,113,85847
179,185,86211
158,158,86527
54,52,86633
68,68,86769
74,70,86913
73,71,87057
251,249,87557
17,16,87590
31,30,87651
25,24,87700
35,34,87769
120,120,88009
87,74,88170
143,142,88455
167,154,88776
56,46,88878
149,149,89176
82,71,89329
70,58,89457
33,27,89517
51,38,89606
28,26,89660
65,57,89782
25,22,89829
30,28,89887
39,26,89952
39,25,90016
49,49,90114
43,44,90201
57,58,90316
28,30,90374
25,25,90424
47,46,90517
72,72,90661
22,22,90705
56,55,90816
113,112,91041
113,101,91255
134,135,91524
38,37,91599
61,61,91721
111,110,91942
74,73,92089
249,251,92589
108,108,92805
144,142,93091
59,60,93210
77,79,93366
150,145,93661
44,46,93751
91,89,93931
128,123,94182
135,134,94451
154,153,94758
14,12,94784
103,102,94989
28,27,95044
32,31,95107
68,66,95241
67,67,95375
20,18,95413
91,98,95602
46,42,95690
39,40,95769
52,48,95869
45,46,95960
12,14,95986
95,94,96175
54,52,96281
49,48,96378
69,65,96512
24,22,96558
37,35,96630
97,95,96822
45,44,96911
61,59,97031
59,60,97150
25,25,97200
153,151,97504
66,63,97633
53,47,97733
49,40,97822
45,42,97909
48,49,98006
58,53,98117
177,175,98469
83,84,98636
22,21,98679
46,40,98765
22,21,98808
59,58,98925
31,29,98985
60,58,99103
58,55,99216
96,94,99406
62,59,99527
77,71,99675
14,8,99697
180,172,100049
117,109,100275
45,43,100363
102,101,100566
177,176,100919
78,69,101066
77,76,101219
101,98,101418
21,22,101461
142,142,101745
147,148,102040
250,250,102540
61,56,102657
69,69,102795
36,36,102867
84,85,103036
142,144,103322
219,221,103762
155,146,104063
112,113,104288
59,60,104407
115,114,104636
33,31,104700
12,13,104725
79,79,104883
97,97,105077
76,76,105229
159,159,105547
134,136,105817
59,59,105935
88,89,106112
176,176,106464
19,19,106502
166,165,106833
98,97,107028
95,94,107217
138,136,107491
33,33,107557
131,131,107819
139,138,108096
100,100,108296
127,128,108551
204,202,108957
139,139,109235
87,88,109410
92,90,109592
182,173,109947
150,143,110240
100,100,110440
26,27,110493
19,20,110532
66,67,110665
21,21,110707
163,162,111032
18,18,111068
245,243,111556
85,85,111726
17,18,111761
157,154,112072
121,121,112314
251,249,112814
210,210,113234
168,165,113567
216,215,113998
34,35,114067
131,129,114327
28,28,114383
106,107,114596
99,99,114794
24,24,114842
126,124,115092
53,53,115198
160,151,115509
93,94,115696
164,165,116025
65,66,116156
27,27,116210
120,120,116450
93,92,116635
170,170,116975
39,38,117052
169,169,117390
230,229,117849
95,94,118038
194,191,118423
228,227,118878
111,110,119099
20,19,119138
84,84,119306
58,55,119419
65,65,119549
216,216,119981
119,115,120215
206,199,120620
129,120,120869
76,75,121020
90,89,121199
63,63,121325
121,120,121566
77,76,121719
127,126,121972
34,32,122038
61,60,122159
18,19,122196
24,24,122244
47,46,122337
146,143,122626
80,79,122785
19,19,122823
84,83,122990
117,115,123222
32,30,123284
126,123,123533
32,31,123596
141,128,123865
126,125,124116
47,44,124207
76,76,124359
77,75,124511
39,37,124587
67,65,124719
108,108,124935
148,148,125231
30,29,125290
79,78,125447
131,130,125708
196,194,126098
225,224,126547
49,49,126645
31,30,126706
56,53,126815
39,39,126893
43,41,126977
34,34,127045
23,22,127090
28,27,127145
88,88,127321
23,23,127367
34,33,127434
19,19,127472
75,72,127619
73,71,127763
170,170,128103
14,12,128129
91,90,128310
239,239,128788
38,38,128864
13,13,128890
96,95,129081
160,160,129401
38,36,129475
122,121,129718
17,15,129750
101,100,129951
28,28,130007
91,88,130186
38,35,130259
70,69,130398
31,29,130458
86,86,130630
28,29,130687
118,117,130922
43,42,131007
105,105,131217
99,99,131415
167,160,131742
251,249,132242
33,33,132308
86,85,132479
232,236,132947
33,32,133012
85,84,133181
195,193,133569
60,53,133682
79,71,133832
123,117,134072
250,250,134572
47,41,134660
151,144,134955
38,32,135025
125,114,135264
90,89,135443
86,75,135604
251,249,136104
29,29,136162
96,95,136353
58,58,136469
152,151,136772
204,205,137181
186,183,137550
117,116,137783
135,133,138051
77,78,138206
150,148,138504
52,52,138608
110,111,138829
74,73,138976
135,136,139247
99,100,139446
83,85,139614
73,74,139761
79,80,139920
97,98,140115
48,48,140211
66,69,140346
15,15,140376
141,141,140658
126,120,140904
86,87,141077
90,90,141257
118,117,141492
50,49,141591
147,146,141884
142,139,142165
115,115,142395
85,85,142565
145,145,142855
163,157,143175
241,241,143657
111,111,143879
93,95,144067
182,184,144433
165,164,144762
97,98,144957
36,36,145029
106,104,145239
250,250,145739
194,193,146126
50,51,146227
197,197,146621
64,63,146748
73,73,146894
91,91,147076
163,163,147402
250,250,147902
87,93,148082
61,55,148198
80,80,148358
66,67,148491
92,94,148677
96,97,148870
146,153,149169
131,140,149440
116,115,149671
67,78,149816
76,79,149971
103,102,150176
50,63,150289
57,57,150403
108,108,150619
61,56,150736
67,66,150869
94,103,151066
53,53,151172
43,51,151266
16,16,151298
48,48,151394
88,87,151569
63,61,151693
81,81,151855
20,19,151894
58,55,152007
85,82,152174
12,11,152197
36,36,152269
55,49,152373
50,48,152471
28,29,152528
21,20,152569
70,69,152708
88,88,152884
20,19,152923
74,73,153070
36,34,153140
36,36,153212
86,86,153384
77,76,153537
35,35,153607
16,16,153639
180,178,153997
70,68,154135
40,39,154214
110,110,154434
86,82,154602
53,47,154702
46,43,154791
250,250,155291
78,68,155437
84,82,155603
203,203,156009
245,245,156499
232,232,156963
133,135,157231
139,126,157496
115,114,157725
154,152,158031
254,246,158531
27,24,158582
89,87,158758
244,244,159246
250,250,159746
82,82,159910
95,93,160098
250,250,160598
183,184,160965
215,215,161395
73,73,161541
97,96,161734
84,83,161901
127,127,162155
238,238,162631
250,250,163131
190,189,163510
251,249,164010
251,249,164510
18,16,164544
47,46,164637
143,143,164923
143,132,165198
113,111,165422
139,138,165699
235,234,166168
138,137,166443
70,60,166573
94,84,166751
251,249,167251
196,189,167636
117,109,167862
153,143,168158
188,178,168524
149,140,168813
123,111,169047
36,27,169110
51,51,169212
114,102,169428
114,106,169648
28,28,169704
11,15,169730
33,38,169801
27,29,169857
123,114,170094
42,45,170181
17,19,170217
107,109,170433
84,85,170602
61,48,170711
69,70,170850
233,221,171304
49,50,171403
191,190,171784
104,105,171993
203,198,172394
203,193,172790
219,206,173215
141,129,173485
67,56,173608
229,232,174069
76,74,174219
49,50,174318
36,35,174389
36,33,174458
21,20,174499
106,108,174713
251,249,175213
249,251,175713
24,24,175761
82,78,175921
173,175,176269
186,186,176641
102,99,176842
42,41,176925
250,250,177425
120,118,177663
45,43,177751
68,67,177886
250,250,178386
185,174,178745
111,99,178955
116,112,179183
251,249,179683
106,96,179885
196,194,180275
88,84,180447
50,49,180546
90,90,180726
38,36,180800
51,50,180901
85,84,181070
250,250,181570
229,221,182020
249,251,182520
81,81,182682
239,230,183151
250,250,183651
178,186,184015
132,133,184280
55,56,184391
250,250,184891
250,250,185391
82,80,185553
114,112,185779
250,250,186279
232,231,186742
154,153,187049
250,250,187549
250,250,188049
251,249,188549
250,250,189049
133,133,189315
78,78,189471
250,250,189971
250,250,190471
251,249,190971
34,33,191038
250,250,191538
36,37,191611
179,180,191970
91,78,192139
34,35,192208
250,250,192708
250,250,193208
103,103,193414
250,250,193914
251,249,194414
250,250,194914
129,129,195172
104,101,195377
91,88,195556
110,109,195775
59,60,195894
237,239,196370
186,182,196738
251,249,197238
114,118,197470
155,157,197782
247,248,198277
250,250,198777
165,166,199108
193,197,199498
163,162,199823
223,226,200272
250,250,200772
207,212,201191
223,228,201642
250,250,202142
250,250,202642
250,250,203142
249,251,203642
242,242,204126
95,93,204314
126,125,204565
75,76,204716
250,250,205216
249,251,205716
250,250,206216
245,242,206703
144,142,206989
67,59,207115
251,249,207615
250,250,208115
79,72,208266
124,118,208508
249,251,209008
176,169,209353
199,194,209746
214,212,210172
206,205,210583
249,251,211083
250,250,211583
218,218,212019
249,251,212519
250,250,213019
221,221,213461
252,248,213961
233,233,214427
250,250,214927
106,106,215139
249,251,215639
215,215,216069
249,251,216569
183,183,216935
251,249,217435
250,250,217935
249,251,218435
251,249,218935
154,153,219242
251,249,219742
250,250,220242
