actor1_mean,actor1_std,actor2_mean,actor2_std
1.3559092391620984,3.017075860474227,0.9535001516342163,1.431180532140873
1.6938203062329973,3.870050394930891,1.2722938401358468,2.7692220079702747
1.8376087251600328,3.9174073479032945,1.2840061559305562,2.9033925963070852
1.954974120313471,4.491181420834609,1.5056652307510376,3.1803699690290417
1.7187186742233018,4.313699294123637,1.6805842897427157,3.390163419472991
1.7669781930106028,4.54350036535075,1.7120460368091275,3.781216232628448
2.587543159061008,5.771958225592618,1.5332773526509602,3.9296975298184003
2.7052724938643604,6.227478655448996,1.5790229170289758,4.194934752335841
2.8430843137751864,7.127231851150421,2.3076599169077365,5.194341025237375
2.9583704385412743,7.4247008313454925,1.7018467173856848,4.666602722305055
3.2522696906870063,7.91633055176303,2.00460946559906,5.895095013847374
2.984889294238801,7.327902104714113,3.431802440334011,8.548744672885078
3.0796483218014896,8.270683851640458,2.744671784438096,6.33960823613376
4.122213333372086,8.958623357230524,3.489650311113215,8.138204689807939
4.167929464940867,10.22228698296169,3.118744364092427,7.00203530227318
5.034556414084459,10.089464816430182,3.710944195182956,7.660554554424358
2.939385626051161,6.439227528102179,2.36547912695469,5.4386741214850485
3.6254660611772267,7.979096829248364,3.8390169683492408,7.638349130264279
4.726914390188749,10.46920502393415,3.481175541098601,7.756496511067076
4.391323028726781,9.798596284435284,3.4458435934943124,7.754633996452281
3.9334133251293286,8.968985929473392,4.8307654273431035,9.883430817623063
3.6321051783815643,8.838667889664293,4.5037135278393405,8.623524113390083
4.28601505539634,9.956409506044086,3.7992860794067385,7.494661050684404
4.047624257689748,9.199977575103217,5.181776058901647,9.333351957713903
3.705011502660886,8.470554764213041,5.134510731351549,8.723263853172703
4.537367675264003,9.6629248010647,5.170121510823567,9.353245068840538
3.6952088534177006,8.007570118530726,3.9533131339333276,7.518363928754179
3.919397192486262,7.808003733057983,3.4121984805700913,6.615186985005948
4.378110411305907,9.499551033395397,4.361879491481651,8.195309614556958
3.4347626148969277,7.478010700905465,5.426475301200961,10.018109880724962
3.4543436475368363,7.377966660500603,3.623279985014375,5.77552594408177
3.178061913155221,6.334406788920638,4.453677246902163,7.836374278643854
4.594366792951312,8.518972958942722,4.8477698971766126,9.487955174689207
4.202425780909022,8.269932344409025,4.08913798241099,7.865411725662238
2.9279047648111978,5.760120709729662,3.7080193133581254,6.669547974710344
3.821145063190791,7.662910977677285,5.008059097945324,8.450295476312052
3.872066231661065,8.198350415806141,3.5914299895123736,6.216713912074511
4.19714594448314,8.18277494653581,3.2385445215615882,3.4991318212879463
4.206164775450537,8.26018473815275,3.9826665448315572,6.406510627669159
3.2113305523408857,6.312923573200962,4.142427966852856,6.400187711253431
3.702499298822312,6.531012065853633,4.424623387200492,6.797140667961556
4.333813083533085,8.499891796483062,5.30546622248421,8.681301918748986
3.85452021173684,7.720534520241068,4.878216249802533,7.9598770590814825
4.546342487992911,8.575504107710081,3.649226118017126,6.509454882146487
3.2237183652966226,6.036723949843925,4.31678399781923,7.398092030283815
4.250150080477254,6.94098303166184,4.025466798227044,5.315019992054081
4.457456894862799,8.339174721567133,4.70901405948332,7.704211998048459
4.314377696967564,7.797320373999673,5.281188567938832,8.472377513267244
3.842832461080916,6.705655908842269,4.5794787936740455,7.677442353113567
5.039758452053728,8.648180981538761,5.02514022073628,8.338416120805624
4.291329338437035,6.836808758243961,4.519717670622326,6.517682653227563
5.236415654763408,8.951966343683083,5.215799614235207,7.5673170150483875
3.9709522247314455,6.090867588122263,4.68822211586968,7.025230797689925
4.609108479817708,7.346075050057861,5.097116678189009,7.141286186266824
4.847568606737978,7.2854314337877355,4.741491045270648,8.37486285857527
3.9532068017969793,6.262936798321065,3.829457494236479,6.845894162604736
4.079896838165993,5.29729259075792,4.273834635571736,6.3460298807055535
4.827402515305999,8.110203660052528,3.6117649324478642,6.204350653710805
4.1036304354667665,6.746810777219562,3.856761943210255,6.569744897374151
4.101206003233444,7.329168235054914,3.5230286063217537,5.552733945383412
4.095047178722563,7.725141201277686,4.424474352882022,8.020660741259718
4.869524383544922,8.083293747828197,4.233936700476221,7.726433496713168
3.869700914696802,6.6062144450033555,3.3995215705271518,5.242089200213914
4.195173174835915,6.883255542976219,3.628096347901879,6.42532973973397
4.720219739618148,7.866488831344149,4.213817570833552,7.22010024186679
4.846374655878821,7.884690643079964,4.5015145976368975,7.09447592000449
5.450871607016402,8.46359558060627,3.3689337874903824,5.6212583817373725
4.034327004172585,6.980017730724419,4.45707883332905,7.435273115916416
3.897265729037198,6.756422736858204,3.764113610250908,5.865928836743083
4.249018780292909,7.5062451864765585,2.96988303123871,3.421646522401341
4.417837510197799,8.041481192619042,3.999937973022461,6.394283476412193
4.256443462949811,6.943108882363012,2.9517333939758656,3.736215219260882
3.492229883060899,5.753360880747837,4.740738170902904,8.383709626358781
4.531145365097943,7.750529707128881,4.386777958237981,7.0335412084548805
3.7553283460212477,6.777369209833594,3.932706029791581,7.294723462543805
3.3265038540488794,4.936214229862481,3.838716160167347,6.4559874905772565
3.8392483588703517,6.525867139890382,4.566715689981059,8.058714790769997
3.699432415908642,6.048936258893669,3.7602671973312956,6.90197117431842
4.051113618527605,7.544104461141027,3.6661619298598347,7.103885324814617
4.196209901821113,6.355932904024353,3.713383115960296,7.101840186525144
3.9179197281443012,7.548159414574397,3.9161633327089507,6.5121983519729705
3.0157927426424895,6.202476083918606,3.988287373592979,6.027705524342276
4.8987699037187555,9.13844322117257,2.957314358481878,3.993993886236596
3.9513615994226363,6.57814766575625,5.258245229721069,9.685165730590795
4.7842376277131855,7.232647773477939,4.892057515807071,8.080474631329665
4.713199534560695,7.398055526043317,4.49579978407475,5.7918969917869605
5.25769256143009,7.050098260216987,3.9566756328904487,7.005993966383765
4.592003606614613,5.939436516502819,4.587811004547846,6.25875602916285
5.910069981559378,8.610467670991252,5.212444455015893,7.356056112160927
5.629771216441009,7.981604081542216,4.550633256540358,6.60937395892561
6.345687659390001,8.848690442235547,4.74722957611084,6.476990522550271
6.1071979960457226,7.550041207599504,5.345363517212712,7.8828895446592435
6.154793622758653,8.190126446751693,5.145858691288875,7.751048751079278
5.463672724147301,7.506788813091911,5.463765390264164,7.736064133728451
5.918073214841693,7.756330452477953,5.409996769096278,8.63302092136522
4.96870153349948,6.597141345428779,4.778193035008717,7.4939710664432715
5.545793409178243,8.363750839145316,4.48810644777949,7.302096777529278
4.3703610771580745,6.254500240040767,4.117714725128592,6.900304835734209
4.5693557003894485,6.798040335786176,3.7223076764275045,6.08907290584994
4.373857282823132,7.5562922457247765,4.403123817443848,6.677780656552202
4.599452332889332,6.553077589926551,4.834633827209473,7.215128229280526
4.331142622491588,7.675735040746344,4.513580736361052,7.156950293668419
4.3174426814488,6.445945221839495,4.7710146933608915,8.278320071483723
5.023519093340093,7.35214053644656,3.8083731532096863,7.681529718925591
4.811525870226101,7.600817131110505,4.446028692482491,7.820187916514452
3.8325885922721263,5.104880974911178,5.330026167857496,8.611343909241018
4.757434258094201,6.893735913064797,6.317829875202922,9.433550943764667
3.950623395150168,3.547414708187101,4.75102582989317,7.279829770467894
4.62987142139011,5.560573042020383,4.743974184378599,7.975314569478959
4.319458833214832,6.61681001845121,3.708147349502101,5.788011709004813
3.890199705871225,6.190682222315071,3.6486714218602034,6.583228886101471
3.73233047284578,5.907540408670321,3.6595441465792447,6.004725965850069
3.304241611459161,5.256699884435931,4.344003665372261,7.763273159679661
3.9057714822409038,7.210425307589415,3.613657956296298,5.687370219589329
4.3325198698325975,7.387704190013445,4.6558976201954,7.84723462664725
