<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x00000224BF92FA00>
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.14553833 -68.90297699 -69.87320709]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
[-69.02425385 -68.96361542 -69.5093689 ]
