<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000018436A98190>
[35. 35.]
[35. 35.]
[35. 35.]
[35. 35.]
[35. 35.]
[35. 35.]
[35. 35.]
[35. 35.]
[70. 70.]
[70. 70.]
[70. 70.]
[70. 70.]
[69. 70.]
[66. 70.]
[67. 70.]
[67. 70.]
[69. 70.]
[70. 70.]
[68. 70.]
[70. 70.]
[68. 70.]
[70. 70.]
[68. 70.]
[70. 70.]
[68. 70.]
[70. 70.]
[68. 70.]
[70. 70.]
[68. 70.]
[30. 30.]
[30. 30.]
[30. 30.]
[30. 30.]
[30. 30.]
[30. 30.]
[30. 30.]
[30. 30.]
[47.71464539 29.41919136]
[32.77777863 48.51010132]
[47.71464539 29.41919136]
[32.77777863 48.51010132]
[47.71464539 29.41919136]
[32.77777863 48.51010132]
[47.71464539 29.41919136]
[32.77777863 48.51010132]
[47.71464539 29.41919136]
[32.77777863 48.51010132]
[44.53282928 31.54040337]
[34.63383865 44.88636398]
[44.53282928 31.54040337]
[34.63383865 44.88636398]
[44.53282928 31.54040337]
[34.63383865 44.88636398]
[42.94191742 33.30808258]
[34.63383865 44.88636398]
[42.94191742 33.30808258]
[34.63383865 44.88636398]
[42.94191742 33.30808258]
[34.63383865 44.88636398]
[42.94191742 33.30808258]
[34.63383865 44.88636398]
[40.82687378 40.55555725]
[38.56589127 40.55555725]
[40.46511841 40.73643494]
[41.55038834 39.10852814]
[40.46511841 40.73643494]
[41.55038834 39.10852814]
[40.46511841 40.73643494]
[41.55038834 39.10852814]
[40.46511841 40.73643494]
[41.55038834 39.10852814]
[40.46511841 40.73643494]
[41.55038834 39.10852814]
[39.83204269 40.10335922]
[41.55038834 39.47028351]
[39.74160004 40.91731262]
[41.55038834 39.47028351]
[39.74160004 40.91731262]
[41.55038834 39.47028351]
[39.74160004 40.91731262]
[40.55555725 40.01292038]
[39.74160004 40.91731262]
[40.55555725 40.01292038]
[39.74160004 40.91731262]
[40.55555725 40.01292038]
[39.83204269 40.55555725]
[40.55555725 40.01292038]
[39.83204269 40.55555725]
[40.55555725 40.01292038]
[39.83204269 40.55555725]
[40.55555725 40.01292038]
[39.83204269 40.55555725]
[40.55555725 40.01292038]
[39.83204269 40.55555725]
[40.55555725 40.01292038]
[39.65116119 40.64599609]
[40.55555725 40.46511841]
[39.65116119 40.64599609]
[40.55555725 40.46511841]
[39.19896698 40.10335922]
[40.37467575 39.74160004]
[39.19896698 39.47028351]
[40.46511841 39.83204269]
[38.74676895 40.01292038]
[40.46511841 39.83204269]
[38.74676895 40.01292038]
[40.37467575 39.92248154]
[38.74676895 40.01292038]
[40.37467575 39.92248154]
[38.74676895 40.01292038]
[39.92248154 39.92248154]
[38.74676895 40.01292038]
[38.92765045 38.38501358]
[37.02842331 38.74676895]
[38.56589127 38.65633011]
[39.19896698 38.74676895]
[38.29457474 39.19896698]
[39.10852814 38.47545242]
[38.29457474 39.19896698]
[38.74676895 38.38501358]
[38.29457474 39.19896698]
[38.29457474 38.56589127]
[39.37984467 39.28940582]
[38.11369324 39.19896698]
[39.37984467 38.92765045]
[38.11369324 39.19896698]
[39.92248154 39.92248154]
[39.10852814 40.10335922]
[39.56072235 39.92248154]
[40.46511841 39.65116119]
[39.37984467 40.64599609]
[39.92248154 39.83204269]
[57.73216629 60.80080795]
[55.90174866 61.2314949 ]
[54.34051132 61.01615143]
[54.77119827 61.17765808]
[58.59354019 61.71601486]
[59.72409058 61.2314949 ]
[59.72409058 61.2314949 ]
[59.56258392 60.26245117]
[58.59354019 59.40107727]
[65. 65.]
[65. 65.]
[65. 65.]
[64.22525024 64.35437775]
[65. 65.]
[64.22525024 64.35437775]
[64.54806519 63.83787537]
[62.6111908  63.06312943]
[64.54806519 63.83787537]
[62.6111908  63.06312943]
[60.73888016 62.86944199]
[60.99713135 63.25681305]
[61.06169128 63.25681305]
[62.86944199 64.41893768]
[63.51506424 65.        ]
[65. 65.]
[65. 65.]
[64.80631256 64.09613037]
[24.16250038 24.5       ]
[24.72500038 24.61249924]
[24.16250038 24.5       ]
[24.72500038 24.61249924]
[24.16250038 24.5       ]
[24.72500038 24.61249924]
[24.27499962 24.38750076]
[24.72500038 24.61249924]
[24.38750076 24.38750076]
[24.16250038 24.16250038]
[24.04999924 23.9375    ]
[23.9375     24.04999924]
[23.9375 23.9375]
[23.82500076 23.9375    ]
[23.82500076 23.9375    ]
[23.9375 23.9375]
[23.71249962 23.82500076]
[23.9375     23.82500076]
[23.71249962 23.82500076]
[23.9375     23.82500076]
[23.71249962 23.82500076]
[23.9375     23.82500076]
[23.71249962 23.82500076]
[32.62590027 37.724823  ]
